"URL","File Size","Outlinks","Content Tyoe"
"https://www.wsj.com/articles/the-art-of-curating-review-making-museum-men-1534539457","1053320","258","text/html"
"https://www.wsj.com/articles/the-luxury-hotels-americas-wealthy-and-powerful-call-home-1538059496","1072095","269","text/html"
"https://www.wsj.com/articles/where-denmarks-elite-go-to-modestly-summer-1531924262","1005948","42","text/html"
"https://www.wsj.com/articles/ordering-coffee-through-your-car-new-apps-turn-cars-into-smartphones-raising-safety-questions-1537354800","1060533","277","text/html"
"https://www.wsj.com/articles/vending-machine-offers-new-twist-on-soft-serve-1536187897","1051659","261","text/html"
"https://www.wsj.com/articles/the-bachelorette-partys-over-venues-snub-bridezillas-and-their-entourages-1532704297","982492","48","text/html"
"https://www.wsj.com/articles/new-hotel-or-affordable-housing-race-is-on-to-define-opportunity-zones-1531474200","1054008","263","text/html"
"https://www.wsj.com/articles/four-notable-new-yorkers-on-their-top-fall-arts-events-1536238801","1068222","292","text/html"
"https://www.wsj.com/articles/from-a-london-bookstore-to-the-u-s-reader-1530800834","1055124","263","text/html"
"https://www.wsj.com/articles/colorado-mountain-home-inspired-by-walden-asks-29-million-1532359950","1061354","263","text/html"
"https://www.wsj.com/articles/airbnb-proposes-giving-hosts-a-stake-in-the-company-1537552948","1053189","265","text/html"
"https://www.wsj.com/articles/a-fight-at-the-opera-casino-battle-on-the-cards-as-crown-fears-losing-sails-1533807049","1053619","269","text/html"
"https://www.wsj.com/articles/shopping-for-a-luxury-home-get-a-free-getaway-along-with-it-1533220233","1108524","269","text/html"
"https://www.wsj.com/articles/the-free-speech-university-1518824261","1053782","258","text/html"
"https://www.wsj.com/articles/how-conservatives-won-the-law-1532126300","1055758","258","text/html"
"https://www.wsj.com/articles/cracking-the-code-of-lifeat-light-speed-1524866614","1057689","261","text/html"
"https://www.wsj.com/articles/why-trumps-protectionism-is-futile-1527892068","1054719","258","text/html"
"https://www.wsj.com/articles/a-conservative-economics-of-dignity-1526679960","1054010","258","text/html"
"https://www.wsj.com/articles/in-the-eye-of-the-kavanaugh-storm-1537567024","1056246","258","text/html"
"https://www.wsj.com/articles/polarization-is-an-old-american-story-1517613751","1053488","258","text/html"
"https://www.wsj.com/articles/if-america-is-divided-so-is-europe-1530914306","1052545","258","text/html"
"https://www.wsj.com/articles/the-man-who-discovered-culture-wars-1527286035","1055892","258","text/html"
"https://www.wsj.com/articles/will-putin-ever-leave-could-he-if-he-wanted-1520635050","1054390","258","text/html"
"https://www.wsj.com/articles/the-makingand-unmakingof-a-jihadist-1525472372","1057868","262","text/html"
"https://www.wsj.com/articles/making-the-most-of-a-literary-inheritance-1524262456","1053365","259","text/html"
"https://www.wsj.com/articles/manhood-in-the-age-of-trump-1522443770","1053484","258","text/html"
"https://www.wsj.com/articles/will-china-impose-a-new-world-order-1518219178","1051827","258","text/html"
"https://www.wsj.com/articles/the-lawyers-who-beat-the-unions-1530314801","1057384","261","text/html"
"https://www.wsj.com/articles/eight-decades-of-ethnic-dilemmas-1536962839","1055437","258","text/html"
"https://www.wsj.com/articles/a-plan-to-lure-moviegoers-off-the-couch-1519428086","1055918","263","text/html"
"https://www.wsj.com/articles/what-went-wrong-with-human-rights-1534544962","1054214","261","text/html"
"https://www.wsj.com/articles/devin-nunes-washingtons-public-enemy-no-1-1532729666","1057177","261","text/html"
"https://www.wsj.com/articles/when-medical-innovation-meets-politics-1535147861","1055072","258","text/html"
"https://www.wsj.com/articles/sage-against-the-machine-1535747443","1054236","258","text/html"
"https://www.wsj.com/articles/home-security-systems-that-are-fast-easy-and-totally-not-creepy-1535288400","1068172","274","text/html"
"https://www.wsj.com/articles/am-i-paying-too-little-for-stuff-1535979601","1090457","279","text/html"
"https://www.wsj.com/articles/can-tech-fix-your-golf-swing-1535042173","1063344","271","text/html"
"https://www.wsj.com/articles/cluttered-phone-and-computer-put-your-files-in-the-cloud-1536498000","1064760","273","text/html"
"https://www.wsj.com/articles/the-security-app-that-actually-makes-browsing-easier-1534078800","1066204","271","text/html"
"https://www.wsj.com/articles/in-baseball-the-flashiest-slide-may-not-be-the-fastest-1538132400","1080682","265","text/html"
"https://www.wsj.com/articles/rod-rosenstein-to-meet-with-lawmakers-over-secret-recording-report-1538155502","1050409","266","text/html"
"https://www.wsj.com/articles/fate-of-california-net-neutrality-bill-is-up-to-brown-1538152917","1049560","262","text/html"
"https://www.wsj.com/articles/pork-giant-smithfield-calls-trade-war-necessary-to-open-chinese-market-1538078415","1057640","265","text/html"
"https://www.wsj.com/articles/ecb-confirms-retreat-from-asset-purchase-program-1536840088?mod=article_inline","1068737","270","text/html"
"https://www.wsj.com/articles/ecb-determines-eurozone-still-needs-significant-stimulus-1535029094?mod=article_inline","1049887","265","text/html"
"https://www.wsj.com/news/types/economic-data","641821","267","text/html"
"https://www.wsj.com/amp/articles/eurozone-inflation-accelerates-further-beyond-ecbs-target-1538126668","47532","28","text/html"
"https://www.wsj.com/news/author/7387","430075","247","text/html"
"https://www.wsj.com/articles/south-koreas-different-take-on-north-korea-1537989391","1044837","259","text/html"
"https://www.wsj.com/articles/the-gop-should-get-in-front-on-health-care-1538160117","1043357","259","text/html"
"https://www.wsj.com/articles/there-is-a-good-reason-why-milk-is-pasteurized-1537801154","1043227","259","text/html"
"https://www.wsj.com/articles/adams-felt-inalienable-rights-require-a-god-1537989237","1043508","259","text/html"
"https://www.wsj.com/articles/understanding-the-public-offerings-decline-1537801375","1045539","259","text/html"
"https://www.wsj.com/articles/enable-medical-monitoring-apps-via-law-1537898851","1043221","259","text/html"
"https://www.wsj.com/articles/fed-should-slowly-unwind-excess-reserves-1537989315","1029446","257","text/html"
"https://www.wsj.com/articles/drug-rebates-help-many-but-not-patients-1537740261","1045490","259","text/html"
"https://www.wsj.com/articles/the-eb-5-visa-program-is-worth-retaining-1537898955","1043535","259","text/html"
"https://www.wsj.com/articles/rpm-for-autism-not-supported-by-science-1538075307","1043058","259","text/html"
"https://www.wsj.com/articles/good-humanities-learning-requires-diversity-of-views-1538160043","1043214","259","text/html"
"https://www.wsj.com/articles/liberal-publications-need-to-show-backbone-1538160160","1043504","259","text/html"
"https://www.wsj.com/articles/the-hard-left-doesnt-even-speak-for-most-democrats-1538160084","1042994","259","text/html"
"https://www.wsj.com/articles/dont-disparage-or-restrict-proxy-advisors-1537801196","1043879","259","text/html"
"https://www.wsj.com/articles/hank-greenbergs-aig-wouldnt-have-needed-a-bailout-1537912677","1045080","260","text/html"
"https://www.wsj.com/articles/hitchhiking-leads-to-joyful-life-long-journey-together-1537898685","1040339","258","text/html"
