"URl","Http Status"
"https://www.wsj.com/","200"
"https://www.wsj.com/news/business/transportation","200"
"https://www.wsj.com/news/author/8679","200"
"https://www.wsj.com/articles/my-fathers-fight-against-the-breast-cancer-gene-1538146392?mod=hp_lead_pos10","200"
"https://www.wsj.com/graphics/nafta-trade-deal-negotiations/?mod=article_inline","200"
"http://www.wsj.com/policy/privacy-policy","301"
"https://www.wsj.com/news/business/food-tobacco","200"
"https://www.wsj.com/graphics/billion-dollar-club/","200"
"http://www.wsj.com/video/elon-musk-2018-tesla-flamethrowers-and-lots-of-tweets/1A195C38-8D73-46DE-B0A6-147A97C0FF51.html?mod=trending_now_video_4","301"
"https://www.wsj.com/graphics/billion-dollar-club/?mod=article_inline","200"
"https://www.wsj.com/news/cio-journal","200"
"https://www.wsj.com/articles/2019-acura-rdx-have-high-tech-interfaces-gone-too-far-1538152937","200"
"https://www.wsj.com/news/life-arts","200"
"https://www.wsj.com/articles/shippings-new-arctic-routes-wont-thaw-cold-economic-reality-1537954385?mod=hp_minor_pos15","200"
"http://www.wsj.com/news/realestate/","301"
"https://www.wsj.com/articles/sec-action-could-mean-ban-for-musk-but-its-not-certain-1538092994?mod=article_inline&tesla=y","200"
"https://www.wsj.com/articles/inside-the-final-home-of-eleanor-roosevelt-1537980001?mod=hp_major_pos24","200"
"https://www.wsj.com/video/women-protesters-confront-sen-flake-outside-senate-meeting/9779261E-3B71-4130-B357-7DA41CBA7928.html?mod=article_inline%3Fmod%3Dhp_major_pos9","200"
"http://wsj.com/partner","301"
"https://www.wsj.com/articles/slack-actively-preparing-for-early-2019-ipo-1538137541?mod=hp_lead_pos7","200"
"https://www.wsj.com/news/magazine/fashion","200"
"https://www.wsj.com/articles/fate-of-california-net-neutrality-bill-is-up-to-brown-1538152917?mod=hp_major_pos5","200"
"https://www.wsj.com/podcasts/latest/wsj-tech-news-briefing","200"
"https://www.wsj.com/video/browse/life-culture/arts-and-entertainment","200"
"https://www.wsj.com/public/page/news-wall-street.html","200"
"https://www.wsj.com/articles/the-luxury-hotels-americas-wealthy-and-powerful-call-home-1538059496?mod=hp_major_pos22","200"
"https://www.wsj.com/video/browse/tech","200"
"https://www.wsj.com/news/realestate","200"
"https://www.wsj.com/news/life-arts/ideas","200"
"https://www.wsj.com/articles/u-s-consumer-spending-rose-0-3-in-august-1538138121?mod=hp_listb_pos5","200"
"https://www.wsj.com/articles/brady-dougan-stages-his-wall-street-comeback-1538151301?mod=hp_lead_pos9","200"
"https://www.wsj.com/news/magazine/food","200"
"https://www.wsj.com/news/types/china-news","200"
"http://www.wsj.com/policy/data-policy","301"
"https://www.wsj.com/articles/in-baseball-the-flashiest-slide-may-not-be-the-fastest-1538132400?mod=hp_major_pos6","200"
"https://www.wsj.com/articles/10-stylish-women-on-essential-investment-fashion-pieces-1538069004","200"
"http://www.wsj.com/news/logistics-report","301"
"http://www.wsj.com/news/cfo-journal","301"
"https://www.wsj.com/articles/here-come-the-rookie-quarterbacks-what-took-so-long-1538134852?mod=hp_major_pos25","200"
"https://www.wsj.com/articles/the-future-of-credit-card-id-verification-1537754760?mod=hp_jr_pos2","200"
"https://www.wsj.com/articles/facebook-flaw-allowed-hackers-to-take-over-user-accounts-1538153947?mod=hp_lead_pos1","200"
"https://www.wsj.com/articles/how-to-check-if-your-facebook-account-was-breached-1538165860?mod=article_inline&tesla=y","200"
"https://www.wsj.com/articles/want-equality-make-new-dads-stay-home-1538151219?mod=hp_featst_pos1","200"
"https://www.wsj.com/news/types/dance-review","200"
"https://www.wsj.com/news/life-arts/fashion","200"
"https://www.wsj.com/articles/at-fundraiser-trump-praises-tremendous-kavanaugh-claims-upper-hand-on-trade-1538138060?mod=hp_major_pos8","200"
"https://www.wsj.com/articles/confirm-brett-kavanaugh-1538089143?mod=hp_opin_pos2","200"
"https://www.wsj.com/news/types/africa-news","200"
"http://www.wsj.com/video","301"
"https://www.wsj.com/news/types/art-review","200"
"https://www.wsj.com/articles/house-panel-votes-to-release-transcripts-of-its-russia-probe-1538148208?mod=hp_listb_pos1","200"
"http://www.wsj.com/video/kavanaugh-hearing-could-widen-the-midterms-gender-gap/600DCF4E-AE34-404C-9124-9A5FCC0D37BE.html","301"
"https://www.wsj.com/articles/the-chip-that-changed-the-world-1535311622","200"
"http://www.wsj.com/video/trump-speaks-to-press-after-senate-vote/7715570A-BB8E-456F-80FC-2084C82E3A70.html","301"
